id;titleType;primaryTitle;originalTitle;isAdult;startYear;endYear;runtimeMinutes;genres;averageRating;numVotes
tt0001243;SHORT;HER FATHER'S PRIDE;HER FATHER'S PRIDE;0;1910.0;;11.0;DRAMA,SHORT;;
tt0001260;SHORT;THE IMPALEMENT;THE IMPALEMENT;0;1910.0;;16.0;DRAMA,SHORT;;
tt0001268;SHORT;IN THE SEASON OF BUDS;IN THE SEASON OF BUDS;0;1910.0;;17.0;DRAMA,SHORT;;
tt0001283;SHORT;THE LAST DEAL;THE LAST DEAL;0;1910.0;;11.0;DRAMA,SHORT;6.2;21.0
tt0001288;SHORT;THE LITTLE PROSPECTOR;THE LITTLE PROSPECTOR;0;1910.0;;;SHORT,WESTERN;;
tt0001301;SHORT;MADRE MIA;MADRE MIA;0;1910.0;;12.0;SHORT;;
tt0001309;SHORT;THE MASHER;THE MASHER;0;1910.0;;;COMEDY,SHORT;;
tt0001312;SHORT;MELLEM PLIGT OG KAERLIGHED;MELLEM PLIGT OG KAERLIGHED;0;1910.0;;;SHORT;;
tt0001315;SHORT;THE MESSAGE OF THE VIOLIN;THE MESSAGE OF THE VIOLIN;0;1910.0;;17.0;DRAMA,SHORT;6.2;23.0
tt0001317;SHORT;THE MEXICAN'S FAITH;THE MEXICAN'S FAITH;0;1910.0;;;SHORT,WESTERN;;
tt0001333;SHORT;MUGGSY'S FIRST SWEETHEART;MUGGSY'S FIRST SWEETHEART;0;1910.0;;16.0;COMEDY,SHORT;5.7;48.0
tt0001348;MOVIE;ORIENTALSK DANS;ORIENTALSK DANS;0;1910.0;;;;;
tt0001349;SHORT;OUR DARLING;OUR DARLING;0;1910.0;;;SHORT;;
tt0001359;MOVIE;A PESCA DO BACALHAU;A PESCA DO BACALHAU;0;1910.0;;;DOCUMENTARY;;
tt0001371;SHORT;RAMONA;RAMONA;0;1910.0;;17.0;DRAMA,ROMANCE,SHORT;5.9;390.0
tt0001374;SHORT;THE RANCHMAN'S FEUD;THE RANCHMAN'S FEUD;0;1910.0;;;SHORT,WESTERN;;
tt0001394;SHORT;THE SHERIFF'S SACRIFICE;THE SHERIFF'S SACRIFICE;0;1910.0;;;SHORT,WESTERN;;
tt0001399;SHORT;THE SMOKER;THE SMOKER;0;1910.0;;;COMEDY,SHORT;;
tt0001405;SHORT;A SUMMER IDYLL;A SUMMER IDYLL;0;1910.0;;17.0;ROMANCE,SHORT;;
tt0001409;SHORT;TAMING WILD ANIMALS;TAMING WILD ANIMALS;0;1910.0;;;ACTION,ADVENTURE,DRAMA;;
tt0001413;SHORT;THE TENDERFOOT'S TRIUMPH;THE TENDERFOOT'S TRIUMPH;0;1910.0;;;SHORT,WESTERN;;
tt0001432;SHORT;UNCLE TOM'S CABIN;UNCLE TOM'S CABIN;0;1910.0;;42.0;DRAMA,SHORT;5.8;26.0
tt0001444;SHORT;VARMLANNINGARNE;VARMLANNINGARNE;0;1910.0;;23.0;SHORT;3.3;32.0
tt0001448;SHORT;WESTERN CHIVALRY;WESTERN CHIVALRY;0;1910.0;;;SHORT,WESTERN;;
tt0001454;SHORT;WHEN WE WERE IN OUR TEENS;WHEN WE WERE IN OUR TEENS;0;1910.0;;5.0;COMEDY,SHORT;5.5;28.0
tt0001459;SHORT;WINNING BACK HIS LOVE;WINNING BACK HIS LOVE;0;1910.0;;17.0;DRAMA,ROMANCE,SHORT;5.5;56.0
tt0001468;SHORT;THE ADOPTED CHILD;THE ADOPTED CHILD;0;1911.0;;19.0;DRAMA,SHORT;;
tt0001482;SHORT;AS IN A LOOKING GLASS;AS IN A LOOKING GLASS;0;1911.0;;30.0;DRAMA,SHORT;5.1;78.0
tt0001519;SHORT;BRONCHO BILLY'S CHRISTMAS DINNER;BRONCHO BILLY'S CHRISTMAS DINNER;0;1911.0;;;SHORT,WESTERN;5.3;35.0
tt0001525;SHORT;CAESAR'S PRISONERS;CAESAR'S PRISONERS;0;1911.0;;19.0;SHORT;;
tt0001526;SHORT;THE CALL OF THE SONG;THE CALL OF THE SONG;0;1911.0;;;DRAMA,ROMANCE,SHORT;;
tt0001531;MOVIE;CAPTAIN STARLIGHT, OR GENTLEMAN OF THE ROAD;CAPTAIN STARLIGHT, OR GENTLEMAN OF THE ROAD;0;1911.0;;;;4.6;13.0
tt0001537;SHORT;THE CATTLEMAN'S DAUGHTER;THE CATTLEMAN'S DAUGHTER;0;1911.0;;;SHORT,WESTERN;;
tt0001542;SHORT;THE CHIEF'S DAUGHTER;THE CHIEF'S DAUGHTER;0;1911.0;;17.0;ROMANCE,SHORT;4.0;34.0
tt0001550;SHORT;THE COFFIN SHIP;THE COFFIN SHIP;0;1911.0;;15.0;ADVENTURE,SHORT;5.5;48.0
tt0001564;SHORT;THE CROOKED ROAD;THE CROOKED ROAD;0;1911.0;;17.0;DRAMA,SHORT;4.1;30.0
tt0001572;SHORT;DANDY DICK OF BISHOPSGATE;DANDY DICK OF BISHOPSGATE;0;1911.0;;19.0;DRAMA,SHORT;;
tt0001581;SHORT;A DEVOTED FRIEND;A DEVOTED FRIEND;0;1911.0;;19.0;SHORT;;
tt0001585;SHORT;THE DOCTOR;THE DOCTOR;0;1911.0;;;DRAMA,SHORT;;
tt0001591;SHORT;LE DEVOUEMENT D'UN GOSSE;LE DEVOUEMENT D'UN GOSSE;0;1911.0;;8.0;DRAMA,SHORT;;
tt0001600;SHORT;THE FAITHFUL INDIAN;THE FAITHFUL INDIAN;0;1910.0;;11.0;SHORT,WESTERN;;
tt0001611;SHORT;FIESTAS DEL SITIO EN BILBAO;FIESTAS DEL SITIO EN BILBAO;0;1911.0;;;DOCUMENTARY,SHORT;;
tt0001626;SHORT;FORGIVEN IN DEATH;FORGIVEN IN DEATH;0;1911.0;;;SHORT,WESTERN;;
tt0001629;SHORT;FREEZING AUNTIE;FREEZING AUNTIE;0;1912.0;;6.0;COMEDY,SCI-FI,SHORT;;
tt0001638;SHORT;THE GENERAL'S DAUGHTER;THE GENERAL'S DAUGHTER;0;1911.0;;;DRAMA,SHORT;;
tt0001642;SHORT;GET RICH QUICK;GET RICH QUICK;0;1911.0;;13.0;DRAMA,SHORT;5.2;38.0
tt0001654;SHORT;HEART BEATS OF LONG AGO;HEART BEATS OF LONG AGO;0;1911.0;;17.0;DRAMA,ROMANCE,SHORT;5.4;35.0
tt0001664;SHORT;HER TWO SONS;HER TWO SONS;0;1911.0;;;DRAMA,ROMANCE,SHORT;;
tt0001668;SHORT;THE HIGHLANDER;THE HIGHLANDER;0;1911.0;;18.0;ROMANCE,SHORT;4.2;36.0
tt0001673;SHORT;HIS FRIEND'S WIFE;HIS FRIEND'S WIFE;0;1911.0;;;DRAMA,ROMANCE,SHORT;;
tt0001694;SHORT;IN OLD CALIFORNIA WHEN THE GRINGOS CAME;IN OLD CALIFORNIA WHEN THE GRINGOS CAME;0;1911.0;;;SHORT,WESTERN;;
tt0001702;SHORT;THE INDIAN MAIDEN'S LESSON;THE INDIAN MAIDEN'S LESSON;0;1911.0;;;SHORT,WESTERN;;
tt0001706;MOVIE;THE INFANT AT SNAKEVILLE;THE INFANT AT SNAKEVILLE;0;1911.0;;;;4.5;15.0
tt0001709;SHORT;THE ITALIAN BARBER;THE ITALIAN BARBER;0;1911.0;;17.0;COMEDY,SHORT;5.7;36.0
tt0001722;SHORT;A KNIGHT OF THE ROAD;A KNIGHT OF THE ROAD;0;1911.0;;18.0;COMEDY,SHORT;3.7;12.0
tt0001728;SHORT;THE LAST OF THE MOHICANS;THE LAST OF THE MOHICANS;0;1911.0;;;ADVENTURE,SHORT;7.7;15.0
tt0001732;SHORT;THE LIGHTHOUSE KEEPER;THE LIGHTHOUSE KEEPER;0;1911.0;;;DRAMA,SHORT;7.1;15.0
tt0001733;SHORT;THE LILY OF THE TENEMENTS;THE LILY OF THE TENEMENTS;0;1911.0;;17.0;DRAMA,SHORT;5.2;23.0
tt0001734;SHORT;THE LITTLE DAUGHTER'S LETTER;THE LITTLE DAUGHTER'S LETTER;0;1911.0;;16.0;DRAMA,SHORT;;
tt0001740;SHORT;THE LONEDALE OPERATOR;THE LONEDALE OPERATOR;0;1911.0;;17.0;DRAMA,ROMANCE,SHORT;6.5;1136.0
tt0001751;SHORT;LOVE AND HATRED;LOVE AND HATRED;0;1911.0;;;DRAMA,SHORT,WESTERN;;
tt0001758;SHORT;A LUCKY ESCAPE;A LUCKY ESCAPE;0;1911.0;;15.0;SHORT;;
tt0001768;SHORT;MAJOR THE RED CROSS DOG;MAJOR THE RED CROSS DOG;0;1911.0;;;DRAMA,SHORT;;
tt0001780;MOVIE;MIDSUMMER TIDE;MIDSUMMER TIDE;0;1911.0;;;;;
tt0001782;SHORT;MIKE, THE MISER;MIKE, THE MISER;0;1911.0;;;DRAMA,SHORT;;
tt0001790;MOVIE;LES MISERABLES, PART 1: JEAN VALJEAN;LES MISERABLES - EPOQUE 1: JEAN VALJEAN;0;1913.0;;60.0;DRAMA;6.0;44.0
tt0001794;SHORT;THE MODERN PYGMALION AND GALATEA;THE MODERN PYGMALION AND GALATEA;0;1911.0;;9.0;SHORT;;
tt0001796;SHORT;MONASTERIO DE RIPOLL;MONASTERIO DE RIPOLL;0;1911.0;;9.0;DOCUMENTARY,SHORT;;
